idx1,idx2,t_x,t_y,t_z,q_w,q_x,q_y,q_z
46,502,0,0,0,1,0,0,0
234,502,0,0,0,1,0,0,0
691,503,0,0,0,1,0,0,0
234,317,0,0,0,1,0,0,0
692,236,0,0,0,1,0,0,0
236,504,0,0,0,1,0,0,0
236,319,0,0,0,1,0,0,0
694,238,0,0,0,1,0,0,0
320,506,0,0,0,1,0,0,0
239,507,0,0,0,1,0,0,0
697,509,0,0,0,1,0,0,0
698,322,0,0,0,1,0,0,0
699,510,0,0,0,1,0,0,0
700,326,0,0,0,1,0,0,0
702,59,0,0,0,1,0,0,0
59,327,0,0,0,1,0,0,0
246,327,0,0,0,1,0,0,0
328,515,0,0,0,1,0,0,0
247,328,0,0,0,1,0,0,0
60,330,0,0,0,1,0,0,0
705,330,0,0,0,1,0,0,0
62,330,0,0,0,1,0,0,0
249,517,0,0,0,1,0,0,0
706,332,0,0,0,1,0,0,0
63,517,0,0,0,1,0,0,0
332,518,0,0,0,1,0,0,0
63,333,0,0,0,1,0,0,0
251,332,0,0,0,1,0,0,0
708,252,0,0,0,1,0,0,0
65,333,0,0,0,1,0,0,0
709,252,0,0,0,1,0,0,0
66,252,0,0,0,1,0,0,0
253,335,0,0,0,1,0,0,0
710,254,0,0,0,1,0,0,0
711,336,0,0,0,1,0,0,0
68,336,0,0,0,1,0,0,0
337,522,0,0,0,1,0,0,0
256,337,0,0,0,1,0,0,0
713,257,0,0,0,1,0,0,0
70,257,0,0,0,1,0,0,0
339,525,0,0,0,1,0,0,0
70,526,0,0,0,1,0,0,0
258,526,0,0,0,1,0,0,0
715,527,0,0,0,1,0,0,0
258,341,0,0,0,1,0,0,0
716,259,0,0,0,1,0,0,0
259,528,0,0,0,1,0,0,0
717,342,0,0,0,1,0,0,0
720,264,0,0,0,1,0,0,0
721,347,0,0,0,1,0,0,0
264,532,0,0,0,1,0,0,0
722,79,0,0,0,1,0,0,0
79,348,0,0,0,1,0,0,0
348,533,0,0,0,1,0,0,0
80,349,0,0,0,1,0,0,0
724,267,0,0,0,1,0,0,0
725,82,0,0,0,1,0,0,0
81,351,0,0,0,1,0,0,0
82,538,0,0,0,1,0,0,0
84,536,0,0,0,1,0,0,0
352,537,0,0,0,1,0,0,0
726,539,0,0,0,1,0,0,0
85,538,0,0,0,1,0,0,0
727,352,0,0,0,1,0,0,0
728,353,0,0,0,1,0,0,0
729,87,0,0,0,1,0,0,0
730,543,0,0,0,1,0,0,0
731,543,0,0,0,1,0,0,0
89,358,0,0,0,1,0,0,0
90,359,0,0,0,1,0,0,0
735,92,0,0,0,1,0,0,0
736,548,0,0,0,1,0,0,0
361,548,0,0,0,1,0,0,0
737,549,0,0,0,1,0,0,0
738,95,0,0,0,1,0,0,0
362,550,0,0,0,1,0,0,0
96,552,0,0,0,1,0,0,0
97,366,0,0,0,1,0,0,0
367,553,0,0,0,1,0,0,0
99,367,0,0,0,1,0,0,0
368,554,0,0,0,1,0,0,0
100,369,0,0,0,1,0,0,0
744,102,0,0,0,1,0,0,0
102,370,0,0,0,1,0,0,0
745,370,0,0,0,1,0,0,0
371,558,0,0,0,1,0,0,0
103,558,0,0,0,1,0,0,0
747,559,0,0,0,1,0,0,0
373,560,0,0,0,1,0,0,0
374,560,0,0,0,1,0,0,0
750,107,0,0,0,1,0,0,0
375,562,0,0,0,1,0,0,0
108,376,0,0,0,1,0,0,0
752,378,0,0,0,1,0,0,0
753,110,0,0,0,1,0,0,0
379,565,0,0,0,1,0,0,0
110,567,0,0,0,1,0,0,0
380,567,0,0,0,1,0,0,0
112,566,0,0,0,1,0,0,0
113,381,0,0,0,1,0,0,0
382,568,0,0,0,1,0,0,0
114,570,0,0,0,1,0,0,0
759,116,0,0,0,1,0,0,0
115,385,0,0,0,1,0,0,0
117,383,0,0,0,1,0,0,0
384,572,0,0,0,1,0,0,0
760,118,0,0,0,1,0,0,0
115,387,0,0,0,1,0,0,0
118,385,0,0,0,1,0,0,0
119,387,0,0,0,1,0,0,0
386,574,0,0,0,1,0,0,0
761,388,0,0,0,1,0,0,0
762,388,0,0,0,1,0,0,0
120,388,0,0,0,1,0,0,0
121,577,0,0,0,1,0,0,0
765,578,0,0,0,1,0,0,0
766,122,0,0,0,1,0,0,0
123,578,0,0,0,1,0,0,0
767,580,0,0,0,1,0,0,0
768,124,0,0,0,1,0,0,0
769,125,0,0,0,1,0,0,0
126,580,0,0,0,1,0,0,0
770,582,0,0,0,1,0,0,0
771,127,0,0,0,1,0,0,0
128,582,0,0,0,1,0,0,0
128,398,0,0,0,1,0,0,0
773,585,0,0,0,1,0,0,0
399,584,0,0,0,1,0,0,0
130,586,0,0,0,1,0,0,0
775,131,0,0,0,1,0,0,0
132,587,0,0,0,1,0,0,0
132,401,0,0,0,1,0,0,0
777,134,0,0,0,1,0,0,0
778,590,0,0,0,1,0,0,0
135,591,0,0,0,1,0,0,0
780,592,0,0,0,1,0,0,0
137,405,0,0,0,1,0,0,0
138,591,0,0,0,1,0,0,0
406,593,0,0,0,1,0,0,0
781,407,0,0,0,1,0,0,0
138,594,0,0,0,1,0,0,0
407,594,0,0,0,1,0,0,0
782,408,0,0,0,1,0,0,0
139,409,0,0,0,1,0,0,0
406,595,0,0,0,1,0,0,0
783,409,0,0,0,1,0,0,0
784,596,0,0,0,1,0,0,0
785,598,0,0,0,1,0,0,0
411,597,0,0,0,1,0,0,0
143,411,0,0,0,1,0,0,0
787,599,0,0,0,1,0,0,0
788,600,0,0,0,1,0,0,0
789,146,0,0,0,1,0,0,0
146,601,0,0,0,1,0,0,0
146,417,0,0,0,1,0,0,0
791,416,0,0,0,1,0,0,0
792,604,0,0,0,1,0,0,0
793,604,0,0,0,1,0,0,0
794,152,0,0,0,1,0,0,0
151,420,0,0,0,1,0,0,0
795,152,0,0,0,1,0,0,0
421,607,0,0,0,1,0,0,0
155,610,0,0,0,1,0,0,0
155,424,0,0,0,1,0,0,0
424,611,0,0,0,1,0,0,0
156,425,0,0,0,1,0,0,0
800,157,0,0,0,1,0,0,0
426,612,0,0,0,1,0,0,0
158,426,0,0,0,1,0,0,0
802,428,0,0,0,1,0,0,0
428,614,0,0,0,1,0,0,0
804,161,0,0,0,1,0,0,0
161,616,0,0,0,1,0,0,0
805,617,0,0,0,1,0,0,0
430,618,0,0,0,1,0,0,0
164,432,0,0,0,1,0,0,0
433,620,0,0,0,1,0,0,0
809,286,0,0,0,1,0,0,0
167,286,0,0,0,1,0,0,0
435,621,0,0,0,1,0,0,0
167,622,0,0,0,1,0,0,0
168,623,0,0,0,1,0,0,0
16,168,0,0,0,1,0,0,0
169,437,0,0,0,1,0,0,0
813,625,0,0,0,1,0,0,0
814,282,0,0,0,1,0,0,0
171,200,0,0,0,1,0,0,0
282,438,0,0,0,1,0,0,0
815,198,0,0,0,1,0,0,0
172,628,0,0,0,1,0,0,0
198,440,0,0,0,1,0,0,0
281,628,0,0,0,1,0,0,0
816,12,0,0,0,1,0,0,0
12,173,0,0,0,1,0,0,0
279,628,0,0,0,1,0,0,0
817,198,0,0,0,1,0,0,0
10,174,0,0,0,1,0,0,0
11,173,0,0,0,1,0,0,0
198,279,0,0,0,1,0,0,0
443,466,0,0,0,1,0,0,0
818,278,0,0,0,1,0,0,0
9,442,0,0,0,1,0,0,0
175,631,0,0,0,1,0,0,0
443,631,0,0,0,1,0,0,0
820,176,0,0,0,1,0,0,0
821,193,0,0,0,1,0,0,0
178,445,0,0,0,1,0,0,0
822,446,0,0,0,1,0,0,0
823,447,0,0,0,1,0,0,0
824,182,0,0,0,1,0,0,0
181,450,0,0,0,1,0,0,0
825,182,0,0,0,1,0,0,0
183,451,0,0,0,1,0,0,0
826,639,0,0,0,1,0,0,0
184,639,0,0,0,1,0,0,0
827,268,0,0,0,1,0,0,0
185,454,0,0,0,1,0,0,0
268,639,0,0,0,1,0,0,0
